med_id,principio_activo,reglas_pediatria,estado_pediatria,nivel_uso,escenarios
MED-0346,LEVOSULPIRIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0347,LEVOTIROXINA,7,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,ESPECIALISTA/MONITORIZACIÓN,Hipotiroidismo – reemplazo inicial | Hipotiroidismo – reemplazo; crecimiento/pub pubertad completos | Hipotiroidismo – reemplazo; crecimiento/pub pubertad incompletos
MED-0348,LINAGLIPTINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0349,LINEZOLID,2,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,ESPECIALISTA/MONITORIZACIÓN,Infección por Gram positivos susceptible – tratamiento sistémico
MED-0350,LISINOPRIL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0351,LOFEPRAMINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0352,LOMITAPIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0353,LOPERAMIDA CLORHIDRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0354,LOPINAVIR,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0355,LORATADINA,3,HABILITADO,GENERAL,Reacción alérgica leve-moderada
MED-0356,LORAZEPAM,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0357,LOSARTAN,1,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,MONITORIZACIÓN,Hipertensión arterial – inicio
MED-0358,LOVASTATINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0359,LOXOPROFEN,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0360,LUBIPROSTONE,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0361,LUMEFANTRINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0362,LURASIDONA CLORHIDRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0363,MACITENTAN,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0364,MARAVIROC,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0365,MEBENDAZOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0366,MEBEVERINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0367,MECLIZINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0368,MEDROXIPROGESTERONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0369,MELATONINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0370,MELFALAN,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0371,MELOXICAM,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0372,MEMANTINA CLORHIDRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0373,MERCAPTOPURINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0374,MESALAZINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0375,METADONA CLORHIDRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0376,METADOXINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0377,METFORMINA,1,HABILITADO,GENERAL,Diabetes mellitus tipo 2 – inicio
MED-0378,METILDOPA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0379,METILFENIDATO CLORHIDRATO,1,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,ESPECIALISTA/MONITORIZACIÓN,"TDAH – formulación inmediata, inicio"
MED-0380,METILPREDNISOLONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0381,METILSULFONILMETANO (MSM),0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0382,METIMAZOL,2,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,ESPECIALISTA/MONITORIZACIÓN,Hipertiroidismo – dosis inicial | Hipertiroidismo – mantenimiento aproximado
MED-0383,METISOPRINOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0384,METOCARBAMOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0385,METOCLOPRAMIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0386,METOPROLOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0387,METOTREXATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0388,METOXALEM,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0389,METRONIDAZOL,2,HABILITADO,GENERAL,Apendicitis | Infección habitual
MED-0390,MEXAZOLAM,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0391,MICOFENOLATO DE MOFETILO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0392,MIDAZOLAM,2,HABILITADO,GENERAL,Convulsión aguda – primera línea
MED-0393,MIDODRINA CLORHIDRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0394,MIDOSTAURINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0395,MIFEPRISTONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0396,MIGALASTAT CLORHIDRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0397,MILRINONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0398,MILTEFOSINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0399,MINOCICLINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0400,MINOXIDIL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0401,MIRABEGRON,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0402,MIRTAZAPINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0403,MISOPROSTOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0404,MITOTANO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0405,MODAFINIL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0406,MOLIBDENO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0407,MOLNUPIRAVIR,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0408,MOMETASONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0409,MONOACETATO DE L-LISINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0410,MONTELUKAST,4,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,MONITORIZACIÓN,Asma – mantenimiento
MED-0411,MOSAPRIDA CITRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0412,MOXIFLOXACINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0413,N-ACETILCISTEINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0414,NAPROXENO,1,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,MONITORIZACIÓN,Artritis idiopática juvenil poliarticular
MED-0415,NEBIVOLOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0416,NEOMICINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0417,NERATINIIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0418,NEVIRAPINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0419,NICOTINAMIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0420,NIFEDIPINO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0421,NIFUROXAZIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0422,NILOTINIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0423,NIMESULIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0424,NIMODIPINO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0425,NINTEDANIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0426,NIRAPARIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0427,NISTATINA,3,HABILITADO,GENERAL | MONITORIZACIÓN,Candidiasis oral | Candidiasis oral – prematuro/bajo peso (evidencia limitada)
MED-0428,NITAZOXANIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0429,NITISINONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0430,NITROFURANTOINA,1,HABILITADO,GENERAL,ITU
MED-0431,NORETISTERONA ACETATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0432,NORFLOXACINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0433,NORTRIPTILINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0434,OLANZAPINA,4,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,ESPECIALISTA/MONITORIZACIÓN,Esquizofrenia – inicio | Esquizofrenia – objetivo | Manía bipolar I – inicio | Manía bipolar I – objetivo
MED-0435,OLAPARIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0436,OLMESARTAN,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0437,OMEPRAZOL,12,HABILITADO,GENERAL,ERGE sintomático | Esofagitis erosiva por ERGE | Esofagitis erosiva por ERGE – lactante | Mantenimiento de cicatrización de esofagitis erosiva
MED-0438,ONDANSETRON,4,HABILITADO,GENERAL,Dosis posterior si se requiere | Gastroenteritis con vómitos persistentes para facilitar hidratación
MED-0439,ORLISTAT,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0440,OSELTAMIVIR,11,HABILITADO,GENERAL,Profilaxis postexposición | Tratamiento influenza
MED-0441,OSIMERTINIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0442,OTILONIO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0443,OXAPROZINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0444,OXCARBAZEPINA,5,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,ESPECIALISTA/MONITORIZACIÓN,Crisis focales – inicio adyuvante | Crisis focales – objetivo mantenimiento adyuvante
MED-0445,OXIBUTINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0446,OXICODONA CLORHIDRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0447,OXIPURINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0448,PALBOCICLIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0449,PALIPERIDONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0450,PAMOATO DE OXANTEL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0451,PANCREATINA,3,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,MONITORIZACIÓN,Insuficiencia pancreática exocrina – dosis inicial por comida | Insuficiencia pancreática exocrina – por alimentación
MED-0452,PANTOPRAZOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0453,PANTOTENATO DE CALCIO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0454,PARACETAMOL,4,HABILITADO,GENERAL,Dolor/fiebre – vía IV | Dolor/fiebre – vía oral
MED-0455,PARGEVERINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0456,PARICALCITOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0457,PAROXETINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0458,PENTOSAN POLISULFATO DE SODIO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0459,PENTOXIFILINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0460,PERINDOPRIL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
